Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Roundup,Fantasy Six Pack,Fantrax HQ,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,TJStats,Upside Prospect
"Irish, Ike",BAL,C,702610,22.3,2025 #19,A,L/R,"6'2"" 201",112,141.08,85,Paywall,Paywall,150,150,Paywall,157,165,150,150,Paywall,97,212,150,150,150,79,54,150,150,68,Paywall,Paywall,150,Paywall
"Fischer, Andrew",MIL,3B,702652,21.8,2025 #20,A+,L/R,"6'1"" 210",113,141.92,168,Paywall,Paywall,75,150,Paywall,155,165,150,81,Paywall,133,127,150,150,150,225,Paywall,150,150,63,Paywall,Paywall,150,Paywall
"Barco, Hunter",PIT,P,682995,25.3,2022 #44,MLB,L/L,"6'4"" 235",114,142.36,168,Paywall,Paywall,150,150,Paywall,181,165,78,91,Paywall,117,79,150,96,150,225,Paywall,150,150,125,Paywall,Paywall,150,Paywall
"Crisantes, Demetrio",ARI,SS,702679,21.6,2022 #198,A+,R/R,"6'0"" 178",115,142.80,168,Paywall,Paywall,150,150,Paywall,134,165,150,150,Paywall,124,136,150,150,150,56,Paywall,96,150,Paywall,Paywall,Paywall,150,Paywall
"Fuentes, Didier",ATL,P,800311,20.8,2022 FA,MLB,R/R,"6'0"" 170",116,144.56,168,Paywall,Paywall,150,150,Paywall,88,90,150,150,Paywall,62,115,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,97,Paywall
"Troy, Tommy",ARI,SS,694371,24.2,2023 #12,AAA,R/R,"5'9"" 197",117,144.88,168,Paywall,Paywall,150,91,Paywall,102,98,150,150,Paywall,98,188,150,150,150,118,93,150,47,Paywall,Paywall,Paywall,150,Paywall
"Schoolcraft, Kruz",SD,P,828244,18.9,2025 #25,A,L/L,"6'8"" 229",118,144.92,168,Paywall,Paywall,150,150,Paywall,145,165,95,150,Paywall,127,118,150,88,150,94,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Davidson, Bo",SF,OF,815589,23.7,2023 FA,AA,L/R,"6'1"" 205",119,145.32,168,Paywall,Paywall,150,68,Paywall,186,165,150,150,Paywall,135,215,91,150,150,225,Paywall,150,150,74,Paywall,Paywall,150,Paywall
"Doughty, Braylon",CLE,P,815785,20.3,2024 #36,A,R/R,"6'1"" 196",120,145.44,168,Paywall,Paywall,150,150,Paywall,71,165,150,150,Paywall,123,185,150,150,150,52,Paywall,150,150,Paywall,Paywall,Paywall,92,Paywall
"Klassen, George",LAA,P,691946,24.2,2023 #193,AAA,R/R,"6'2"" 195",121,145.56,168,Paywall,Paywall,150,150,Paywall,147,57,150,150,Paywall,171,199,66,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,67,Paywall
"King, Johnny",TOR,P,803516,19.7,2024 #95,A,L/L,"6'3"" 210",122,146.52,106,Paywall,Paywall,85,150,Paywall,85,165,150,150,Paywall,151,182,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,62,Paywall
"Caldwell, Slade",ARI,OF,815154,19.8,2024 #29,A+,L/L,"5'9"" 182",123,147.20,106,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,140,213,150,150,78,225,63,150,150,120,Paywall,Paywall,150,Paywall
"Mathews, Quinn",STL,P,687273,25.5,2023 #122,AAA,L/L,"6'5"" 188",124,148.76,168,Paywall,Paywall,150,150,Paywall,150,165,150,150,Paywall,107,256,150,150,150,117,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Escobar, Aroon",PHI,3B,800169,21.2,2022 FA,AA,R/R,"5'10"" 180",125,148.96,86,Paywall,Paywall,78,150,Paywall,197,165,150,150,Paywall,113,219,150,150,150,61,72,150,150,106,Paywall,Paywall,150,Paywall
"Soto, Charlee",MIN,P,805792,20.6,2023 #34,A+,S/R,"6'3"" 210",126,149.00,168,Paywall,Paywall,150,150,Paywall,94,165,150,150,Paywall,176,181,88,150,150,95,Paywall,150,150,Paywall,Paywall,Paywall,88,Paywall
"Matthews, Brice",HOU,SS,694728,24.0,2023 #28,MLB,R/R,"5'11"" 190",127,149.60,168,Paywall,Paywall,150,150,Paywall,109,165,93,150,Paywall,109,134,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mejia, Esteban",BAL,P,821757,19.1,2024 FA,A,R/R,"6'3"" 175",128,149.96,168,Paywall,Paywall,150,150,Paywall,139,165,150,150,Paywall,118,193,150,150,150,112,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Conrad, Ethan",CHC,OF,828255,21.7,2025 #17,,L/L,"6'3"" 220",129,150.88,168,Paywall,Paywall,73,83,Paywall,300,165,150,52,Paywall,900,52,150,150,150,44,Paywall,150,150,62,Paywall,Paywall,150,Paywall
"Suarez, Santiago",TB,P,800571,21.2,2022 FA,AAA,R/R,"6'2"" 175",130,151.32,168,Paywall,Paywall,150,150,Paywall,154,165,150,150,Paywall,178,204,150,150,150,103,Paywall,94,150,Paywall,Paywall,Paywall,150,Paywall
"Freeland, Alex",LAD,SS,690976,24.6,2022 #105,MLB,S/R,"6'0"" 200",131,151.52,87,Paywall,Paywall,150,150,Paywall,103,165,45,150,Paywall,47,123,90,150,73,225,Paywall,150,150,Paywall,Paywall,Paywall,81,Paywall
"Alvarez, Kevin",HOU,OF,829037,18.2,2025 FA,R,L/L,"6'4"" 184",132,151.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,179,137,150,150,90,120,Paywall,150,150,118,Paywall,Paywall,150,Paywall
"De Leon, Luis",BAL,P,801725,22.9,2021 FA,AA,L/L,"6'3"" 168",133,152.48,168,Paywall,Paywall,150,150,Paywall,172,64,150,150,Paywall,239,155,150,150,150,225,Paywall,150,150,96,Paywall,Paywall,150,Paywall
"Ferris, Jackson",LAD,P,701328,22.2,2022 #47,AA,L/L,"6'4"" 195",134,152.56,168,Paywall,Paywall,150,150,Paywall,128,165,98,150,Paywall,87,268,150,150,92,57,Paywall,150,150,123,Paywall,Paywall,150,Paywall
"Murphy, Owen",ATL,P,702566,22.5,2022 #20,A+,R/R,"6'1"" 190",135,152.92,168,Paywall,Paywall,150,92,Paywall,192,165,150,85,Paywall,172,114,150,150,150,66,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Tiedemann, Ricky",TOR,P,694357,23.6,2021 #91,AAA,L/L,"6'4"" 220",136,154.92,168,Paywall,Paywall,150,150,Paywall,151,165,150,150,Paywall,157,176,150,150,150,225,94,150,150,Paywall,Paywall,Paywall,150,Paywall
"Isaac, Xavier",TB,1B,800060,22.3,2022 #29,AA,L/L,"6'3"" 240",137,155.08,168,Paywall,Paywall,150,150,Paywall,146,165,150,150,Paywall,114,191,150,150,150,225,98,150,91,Paywall,Paywall,Paywall,150,Paywall
"Collier, Cam",CIN,3B,702253,21.3,2022 #18,AA,L/R,"6'1"" 210",138,155.32,168,Paywall,Paywall,150,150,Paywall,187,165,94,150,Paywall,116,225,150,150,96,142,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hill, Dasan",MIN,P,815598,20.2,2024 #69,A+,R/L,"6'5"" 165",139,155.52,168,Paywall,Paywall,150,150,Paywall,161,165,150,150,Paywall,208,179,150,150,150,128,Paywall,150,150,Paywall,Paywall,Paywall,61,Paywall
"Perales, Luis",WAS,P,691384,22.9,2019 FA,AAA,R/R,"6'1"" 160",140,156.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,307,153,69,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"McDougal, Tanner",CHW,P,701780,23.0,2021 #155,AA,R/R,"6'5"" 185",141,156.96,168,Paywall,Paywall,150,150,Paywall,164,104,150,94,Paywall,376,150,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Hector",CIN,OF,699302,22.0,2021 FA,AAA,L/R,"5'10"" 200",142,157.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,126,163,150,150,150,144,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Forret, Michael",TB,P,702650,22.0,2023 #421,AA,L/R,"6'3"" 190",143,157.36,168,Paywall,Paywall,150,150,Paywall,158,92,150,150,Paywall,244,122,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,55,Paywall
"Alcantara, Kevin",CHC,OF,682634,23.7,2018 FA,MLB,R/R,"6'6"" 188",144,158.04,41,Paywall,Paywall,150,150,Paywall,300,60,150,93,Paywall,213,165,150,150,82,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ryan, River",LAD,P,689981,27.6,2021 #340,MLB,R/R,"6'2"" 195",145,159.04,55,Paywall,Paywall,150,150,Paywall,125,107,150,150,Paywall,900,120,63,150,98,225,87,150,150,Paywall,Paywall,Paywall,99,Paywall
"Pena, Elian",NYM,SS,829033,18.4,2025 FA,R,L/R,"5'10"" 180",146,159.48,168,Paywall,Paywall,150,150,Paywall,115,165,150,150,Paywall,159,113,150,150,84,69,Paywall,150,64,107,Paywall,Paywall,150,Paywall
"Lowder, Rhett",CIN,P,695076,24.0,2023 #7,MLB,R/R,"6'2"" 200",147,159.88,168,Paywall,Paywall,150,150,Paywall,72,102,80,150,Paywall,900,173,89,86,45,225,Paywall,93,85,Paywall,Paywall,Paywall,150,Paywall
"Alderman, Kemp",MIA,OF,694580,23.6,2023 #47,AAA,R/R,"6'2"" 235",148,162.00,168,Paywall,Paywall,150,97,Paywall,300,165,150,150,Paywall,230,209,150,150,150,108,Paywall,150,96,Paywall,Paywall,Paywall,150,Paywall
"Ingle, Cooper",CLE,C,694876,24.1,2023 #125,AAA,L/R,"5'8"" 190",149,163.16,168,Paywall,Paywall,65,150,Paywall,180,165,150,150,Paywall,104,302,150,99,150,225,99,150,150,Paywall,Paywall,Paywall,150,Paywall
"Smith, Aidan",TB,OF,806223,21.7,2023 #124,A+,R/R,"6'2"" 190",150,164.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,128,233,150,150,150,71,Paywall,150,150,84,Paywall,Paywall,150,Paywall
"Carrigg, Cole",COL,OF,694249,23.9,2023 #65,AA,S/R,"6'2"" 200",151,165.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,137,232,150,150,150,84,80,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gonzalez, Gabriel",MIN,OF,694224,22.2,2021 FA,AAA,R/R,"5'11"" 165",152,166.20,168,Paywall,Paywall,150,150,Paywall,130,165,150,150,Paywall,164,315,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bradfield, Enrique Jr.",BAL,OF,690961,24.3,2023 #17,AAA,L/L,"6'0"" 170",152,166.20,97,Paywall,Paywall,150,150,Paywall,135,165,150,150,Paywall,139,186,150,150,94,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Johnson, Termarr",PIT,SS,702261,21.8,2022 #4,AA,L/R,"5'8"" 190",154,166.72,168,Paywall,Paywall,150,150,Paywall,129,165,150,150,Paywall,143,124,150,150,150,134,65,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wilken, Brock",MIL,3B,694385,23.8,2023 #18,AA,R/R,"6'4"" 225",155,167.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,165,110,150,150,150,131,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cunningham, Kayson",ARI,SS,815617,19.8,2025 #18,A,L/R,"5'10"" 182",156,167.88,168,Paywall,Paywall,150,150,Paywall,136,165,150,150,Paywall,102,236,150,150,95,225,Paywall,150,150,116,Paywall,Paywall,150,Paywall
"Long, Jonathon",CHC,1B,675085,24.2,2023 #266,AAA,R/R,"5'11"" 210",157,168.00,168,Paywall,Paywall,150,95,Paywall,300,165,150,97,Paywall,134,135,150,150,150,225,Paywall,150,150,49,Paywall,Paywall,150,Paywall
"Aloy, Wehiwa",BAL,SS,814450,22.1,2025 #31,A,R/R,"6'2"" 200",158,168.12,73,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,112,216,150,150,150,70,88,150,150,Paywall,Paywall,Paywall,150,Paywall
"Salas, Ethan",SD,C,806956,19.8,2023 FA,AA,L/R,"6'1"" 185",159,168.56,70,Paywall,Paywall,150,150,Paywall,110,110,77,150,Paywall,181,161,100,150,71,83,79,150,150,Paywall,Paywall,Paywall,94,Paywall
"Bolte, Henry",ATH,OF,703607,22.6,2022 #56,AAA,R/R,"6'3"" 195",160,169.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,160,167,150,150,150,73,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rada, Nelson",LAA,OF,703185,20.6,2022 FA,AAA,L/L,"5'9"" 185",161,171.16,168,Paywall,Paywall,150,150,Paywall,160,165,150,150,Paywall,182,158,150,150,150,225,Paywall,150,98,Paywall,Paywall,Paywall,150,Paywall
"King, Seaver",WAS,SS,814409,22.9,2024 #10,AA,R/R,"6'0"" 195",162,171.76,94,Paywall,Paywall,150,150,Paywall,182,165,150,150,Paywall,226,237,150,150,150,132,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dix, JD",ARI,SS,807267,20.5,2024 #35,A,S/R,"6'2"" 180",163,172.12,168,Paywall,Paywall,150,150,Paywall,122,165,150,150,Paywall,148,246,150,150,150,48,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hernandez, Luis",SF,SS,836582,17.3,2026 FA,,R/R,"5'10"" 172",164,172.48,168,Paywall,Paywall,150,150,39,142,165,150,150,Paywall,900,74,150,150,150,141,Paywall,150,150,79,Paywall,Paywall,150,Paywall
"Mayfield, Kash",SD,P,824026,21.1,2024 #25,A,L/L,"6'4"" 200",165,172.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,169,195,150,150,150,53,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wood, Gage",PHI,P,805906,22.3,2025 #26,A,R/R,"6'0"" 205",166,172.76,168,Paywall,Paywall,77,150,Paywall,169,165,150,150,Paywall,900,103,150,150,150,124,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hess, Ben",NYY,P,696292,23.6,2024 #26,AA,R/R,"6'5"" 255",166,172.76,168,Paywall,Paywall,89,150,Paywall,300,165,150,150,Paywall,108,152,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Shields, David",KC,P,815789,19.5,2024 #41,A,S/L,"6'2"" 210",168,174.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,175,203,150,150,150,225,Paywall,150,150,115,Paywall,Paywall,150,Paywall
"Kilen, Gavin",SF,SS,702264,22.0,2025 #13,A,L/R,"5'11"" 187",168,174.04,69,Paywall,Paywall,150,150,Paywall,173,165,150,150,Paywall,195,221,150,150,97,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Nichols, T.J.",TB,P,694375,23.8,2023 #183,AA,R/R,"6'5"" 189",170,174.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,446,97,150,150,150,125,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rojas, Kendry",MIN,P,696070,23.3,2020 FA,AAA,L/L,"6'2"" 190",171,175.24,168,Paywall,Paywall,150,150,Paywall,163,165,150,150,Paywall,204,263,150,150,150,140,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Adams, Luke",MIL,3B,702726,21.9,2022 #372,AA,R/R,"6'4"" 210",172,175.92,168,Paywall,Paywall,150,150,Paywall,148,165,150,150,Paywall,132,190,150,150,150,47,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Corniell, Jose",TEX,P,692030,22.8,2019 FA,MLB,R/R,"6'3"" 165",173,176.84,168,Paywall,Paywall,150,150,Paywall,116,165,150,150,Paywall,198,183,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Payne, Braylon",MIL,OF,815520,19.6,2024 #17,A,L/L,"6'2"" 186",174,176.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,233,109,150,150,150,225,Paywall,150,93,Paywall,Paywall,Paywall,150,Paywall
"Anderson, Max",DET,2B,801194,24.1,2023 #45,AAA,R/R,"6'0"" 215",175,177.36,91,Paywall,Paywall,150,150,Paywall,101,165,150,150,Paywall,225,316,150,150,150,225,Paywall,150,97,Paywall,Paywall,Paywall,150,Paywall
"Neyens, Xavier",HOU,SS,815832,19.4,2025 #21,,L/R,"6'4"" 210",176,178.00,168,Paywall,Paywall,150,150,Paywall,185,165,150,98,Paywall,900,119,150,150,150,85,Paywall,85,150,Paywall,Paywall,Paywall,150,Paywall
"Hagaman, David",ARI,P,701908,22.9,2024 #133,A+,R/R,"6'4"" 215",177,178.60,168,Paywall,Paywall,150,150,Paywall,171,165,150,150,Paywall,276,206,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Johnson, Ryan",LAA,P,696270,23.6,2024 #74,MLB,S/R,"6'6"" 215",178,180.24,168,Paywall,Paywall,150,150,Paywall,149,165,96,150,Paywall,144,177,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gonzales, Justin",BOS,OF,821100,19.2,2024 FA,A+,R/R,"6'4"" 210",179,181.72,168,Paywall,Paywall,82,150,Paywall,300,165,150,150,Paywall,557,128,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Adamczewski, Josh",MIL,SS,815304,20.9,2023 #452,A+,L/R,"6'0"" 190",180,182.12,168,Paywall,Paywall,150,150,Paywall,153,165,150,150,Paywall,254,247,150,150,150,98,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Stanifer, Gage",TOR,P,804948,22.4,2022 #578,AA,R/R,"6'3"" 208",181,182.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,390,149,150,150,150,126,Paywall,150,150,Paywall,Paywall,Paywall,95,Paywall
"Valera, Juan",BOS,P,813536,19.9,2023 FA,A+,R/R,"6'3"" 205",182,182.84,168,Paywall,Paywall,150,150,Paywall,90,165,150,150,Paywall,422,260,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Prielipp, Connor",MIN,P,687570,25.2,2022 #48,AAA,L/L,"6'2"" 210",183,183.12,168,Paywall,Paywall,150,150,Paywall,54,165,150,150,Paywall,163,281,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,75,Paywall
"Rosario, Alejandro",WAS,P,691730,24.2,2023 #144,AA,R/R,"6'1"" 182",184,183.76,168,Paywall,Paywall,150,150,Paywall,190,165,150,150,Paywall,187,259,150,150,150,225,Paywall,150,150,122,Paywall,Paywall,150,Paywall
"Rodriguez, Cris",DET,OF,829038,18.2,2025 FA,R,R/R,"6'3"" 203",185,184.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,217,168,150,150,76,225,Paywall,150,150,119,Paywall,Paywall,150,Paywall
"Santucci, Jonathan",NYM,P,695558,23.2,2024 #46,AA,L/L,"6'2"" 205",186,184.76,168,Paywall,Paywall,150,150,Paywall,176,165,150,150,Paywall,167,198,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Chourio, Jaison",CLE,OF,702693,20.9,2022 FA,A+,S/R,"6'0"" 188",187,184.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,197,243,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Letson, Bishop",MIL,P,811309,21.5,2023 #332,AA,R/R,"6'4"" 170",188,185.20,168,Paywall,Paywall,150,150,Paywall,91,165,150,90,Paywall,250,205,150,150,150,225,Paywall,98,150,Paywall,Paywall,Paywall,150,Paywall
"Johnson, Ty",TB,P,694494,24.5,2023 #446,AA,R/R,"6'6"" 205",189,185.92,168,Paywall,Paywall,95,150,Paywall,300,165,150,150,Paywall,177,200,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dickerson, Luke",WAS,SS,815380,20.6,2024 #44,A,R/R,"5'11"" 197",190,186.12,168,Paywall,Paywall,150,150,Paywall,121,165,150,150,Paywall,264,235,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Brito, Roldy",COL,3B,821041,19.0,2024 FA,A,S/R,"5'11"" 183",191,187.16,106,Paywall,Paywall,150,150,Paywall,300,99,150,150,Paywall,435,245,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Oppor, Christian",CHW,P,803291,21.7,2023 #152,A+,L/L,"6'2"" 175",192,188.08,168,Paywall,Paywall,150,150,Paywall,118,95,150,150,Paywall,304,180,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Asigen, Wandy",NYM,SS,836583,16.6,2026 FA,,L/R,"6'0"" 180",193,188.12,168,Paywall,Paywall,150,150,Paywall,191,165,150,150,Paywall,900,129,150,150,150,91,Paywall,150,150,114,Paywall,Paywall,150,Paywall
"Clemmey, Alex",WAS,P,806046,20.7,2023 #58,AA,L/L,"6'6"" 205",194,188.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,149,192,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Brito, Anderson",TB,P,820901,21.7,2023 FA,A+,R/R,"5'10"" 155",195,188.40,168,Paywall,Paywall,150,150,Paywall,174,165,150,150,Paywall,152,254,150,150,150,93,Paywall,84,150,Paywall,Paywall,Paywall,150,Paywall
"Hence, Tink",STL,P,693311,23.6,2020 #63,AA,R/R,"6'1"" 195",196,189.56,168,Paywall,Paywall,150,150,Paywall,179,165,150,150,Paywall,161,178,150,150,150,225,90,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lee, Hao-Yu",DET,2B,701678,23.1,2021 FA,AAA,R/R,"5'9"" 190",197,189.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,331,314,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wenninger, Jack",NYM,P,811307,24.0,2023 #186,AA,L/R,"6'4"" 210",198,189.84,168,Paywall,Paywall,150,150,Paywall,300,79,150,92,Paywall,498,202,87,150,150,114,Paywall,150,150,Paywall,Paywall,Paywall,90,Paywall
"Caceres, Juneiker",CLE,OF,821181,18.6,2024 FA,A,L/L,"5'10"" 168",199,190.60,168,Paywall,Paywall,150,150,Paywall,152,165,150,150,Paywall,512,164,86,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,58,Paywall
"Estrada, Aron",BAL,2B,800406,21.2,2022 FA,AA,S/R,"5'8"" 142",200,191.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,246,249,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Antonacci, Sam",CHW,IF,803011,23.1,2024 #140,AA,L/R,"6'0"" 193",201,191.68,168,Paywall,Paywall,150,96,Paywall,300,165,150,150,Paywall,180,175,150,150,150,146,Paywall,150,150,69,Paywall,Paywall,150,Paywall
"Renteria, Francisco",PHI,OF,836353,17.2,2026 FA,,R/R,"6'3"" 216",202,191.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,146,150,150,150,135,Paywall,150,150,75,Paywall,Paywall,150,Paywall
"Zazueta, Christian",LAD,P,800537,21.5,2022 FA,A+,R/R,"6'3"" 163",203,192.60,168,Paywall,Paywall,150,150,Paywall,156,165,150,150,Paywall,191,346,150,150,150,82,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mitchell, Blake",KC,C,805810,21.6,2023 #8,A+,L/R,"6'1"" 202",204,192.88,56,Paywall,Paywall,150,150,Paywall,143,106,62,150,Paywall,80,307,150,75,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Tibbs, James III",LAD,OF,696486,23.5,2024 #13,AA,L/L,"6'0"" 201",205,193.08,168,Paywall,Paywall,150,150,Paywall,131,165,150,150,Paywall,146,271,150,150,150,86,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Soto, Dorian",BOS,SS,829039,18.1,2025 FA,R,S/R,"6'2"" 180",206,193.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,302,300,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dinges, Marco",MIL,C,701392,22.6,2024 #123,A+,R/R,"5'11"" 190",207,193.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,209,306,150,150,150,97,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lin, Wei-En",ATH,P,827734,20.4,2024 FA,AA,L/L,"6'2"" 179",208,194.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,411,270,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,76,Paywall
"Guerrero, Brailer",TB,OF,806967,19.8,2023 FA,A,L/R,"6'1"" 215",209,195.12,168,Paywall,Paywall,150,150,Paywall,184,165,150,150,Paywall,270,244,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"LaViolette, Jace",CLE,OF,702593,22.3,2025 #27,,L/L,"6'6"" 230",210,195.92,168,Paywall,Paywall,150,150,Paywall,188,165,150,150,Paywall,900,138,150,150,150,145,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cunningham, Bryce",NYY,P,701480,23.3,2024 #53,A+,R/R,"6'5"" 230",211,196.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,247,279,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Santos, Winston",TEX,P,692437,23.9,2019 FA,AAA,R/R,"6'0"" 160",212,196.36,168,Paywall,Paywall,150,150,Paywall,141,103,150,150,Paywall,131,184,150,150,150,133,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Defrank, Kevin",MIA,P,829074,17.6,2025 FA,R,R/R,"6'5"" 202",213,197.20,168,Paywall,Paywall,150,150,Paywall,137,165,150,150,Paywall,508,154,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Groover, LuJames",ARI,3B,694410,23.9,2023 #48,AA,R/R,"6'2"" 212",214,197.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,76,365,150,150,150,38,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Thomas, Jared",COL,OF,703606,22.7,2024 #42,AA,L/L,"6'2"" 190",215,198.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,138,242,150,150,150,39,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Tornes, Diego",ATL,OF,829053,17.7,2025 FA,R,S/R,"6'2"" 178",216,198.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,186,335,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ko, Ching-Hsien",LAD,OF,828667,19.6,2024 FA,A,L/R,"6'3"" 215",217,199.04,106,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,434,250,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Davalillo, David",TEX,P,699314,23.5,2021 FA,AA,R/R,"6'1"" 175",218,199.92,168,Paywall,Paywall,150,150,Paywall,300,89,150,150,Paywall,220,262,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
